203,EFT REIMBURSEMENT,,,,,,,-1,N
204,DHS BALLARAT RENT,PO Box 712,Ballarat Vic 3353,,,,,-1,N
205,OFFICE OF HOUSING REPAYMENTS,,,,,,,-1,N
206,CHUBB FIRE & SECURITY (UCB),GPO Box 1605,Sydney  NSW   2001,,1800 107 644,02 9475 1457,ar.cfs.aus@chubb-sharedservices.com,-1,N
207,RENT REFUNDS SHIP OR,,,,,,,-1,N
208,VCAT FEES,,,,,,,-1,N
209,THE RYAN GROUP,PO Box 119,Mount Clear  Vic  3350,,03 5304 5300,,support@ryans.net.au,-1,N
210,DEPARTMENT OF IMMIGRATION,GPO Box 241,Melbourne  Vic   3001,,,,,-1,N
211,NOEL J BRAUN & ASSOCIATES PTY LTD,25 Dundilla Road,Frenchs Forest NSW  2086,,02 9452 2737,,noeljbraun@bigpond.com,-1,N
212,UNITINGCARE HOUSING VICTORIA LTD,C/O UnitingCare Ballarat,PO Box 608,Ballarat Vic 3350,03 5337 2734,03 5332 1286,kevinm@wuc.org.au,-1,N
213,UFS DISPENSARIES LTD (JUBILEE),PO Box 301,Ballarat  Vic  3353,,03 5327 7755,03 5332 7565,accounts@ufs.com.au,-1,N
214,KAREN RIDDEL,C/- 105 Dana Street,Ballarat  Vic  3350,,,,,-1,N
215,INSTANT COLOUR PRESS PTY LTD,PO Box 3303 BMC,Belconnen  ACT 2617,,,,admin@instantcolourpress.com.au,-1,N
216,BALLARAT COMMERCIAL MOWING SERVICES,4781 Colac-Ballarat Road,Napoleons  Vic  3352,,0409 138 056,03 5342 0398,p.feiffer1@bigpond.com,32,N
217,MODERN TEACHING AIDS PTYLTD (BUNINYONG),PO Box 608,Brookvale  NSW   2100,,1800 251 497,1800 151 492,accounts@teaching.com.au,-1,N
218,SOVEREIGN FIRE PROTECTION (REIDS),PO Box 314,Ballarat  Vic  3353,,03 5331 6022,1300 853 849,admin@sovereignfire.com.au,-1,N
219,UFS DISPENSARIES LTD (WELFARE),PO Box 301,Ballarat  Vic  3353,,03 5327 7755,03 5332 7565,accounts@ufs.com.au,-1,N
220,COMMANDER CENTRE - BALLARAT,Westvic Communications Pty Ltd,PO Box 2788,Bakery Hill  Vic  3354,03 5332 2644,03 5332 9068,info@ccomms.com.au,-1,N
221,TRANSACT VICTORIA COMMUNICATIONS (V G),10 Neerim Crescent,Mitchell Park  Vic  3355,,1300 366 248,03 5322 5601,enquiries@ncmail.com.au,-1,N
222,SECTROL SYSTEMS PTY LTD (KARRUNG),PO Box 354,Ballarat  Vic  3353,,03 5329 0802,03 5329 0809,admin@sectrol.com.au,-1,N
223,AUSTRALIAN INDUSTRY GROUP,PO Box 289,North Sydney  NSW  2059,,02 9466 5566,02 9466 5554,eftremit@aigroup.asn.au,-1,N
224,AFFORDABLE CARPET CLEANING,30 Riatta Avenue,Grovedale  Vic  3216,,03 5241 4331,03 5241 5574,info@matsmattingmore.com.au,-1,N
225,OFFICEMAX AUSTRALIA LTD,Private Bag No 28,Mulgrave  Vic  3170,,03 9518 5600,03 9561 8941,arhelpdesk@officemax.com.au,-1,N
226,BARWON TEST AND TAG,605 Horseshoe Bend Road,Mt Duneed  Vic  3216,,0419 012 564,,admin@barwontestandtag.com.au,-1,N
227,ANSVAR INSURANCE,"Level 13, 303 Collins Street",Melbourne  Vic 3000,,03 8630 3126,03 9614 1232,vgiaimo@ansvar.com.au,34,N
228,CITY OVAL CAFE BAR,Cnr Mair & Pleasant Streets,Ballarat  Vic  3350,,03 5332 1155,,,-1,N
229,CHAMELEON TECHNOLOGY PTY LTD,Suite 29,20 Enterprise  Drive,Bundoora Vic 3083,03 9468 9400,03 9467 9095,dcurtin@chameleon.com.au,-1,N
230,EVENTCORP PTY LTD,PO Box 3873,South Brisbane  Qld  4101,,07 3334 4470,07 3334 4499,,32,N
231,LOWES,Shop MM1,Central Sqaure Shopping Centre,Ballarat   Vic  3351,,,corporatequery@lowes.com.au,-1,N
232,WENDOUREE UFS DISPENSARY,1207 Howitt Street,Wendouree  Vic  3355,,03 5339 6933,,,-1,N
233,SUE ADAM,C/- 105 Dana Street,Ballarat  Vic  3350,,ext 2743,,,-1,N
234,TRIPSAFE,1 Mitchell Street,Marrickville  NSW  2204,,1300 137 875,02 9557 0600,,-1,N
235,ANDREW JAMES GAS & PLUMBING,PO Box 405W,Ballarat West  Vic  3350,,03 5333 3581,,,-1,N
236,HEWITT ASSOCIATES PTY LTD,"Level 30, 360 Collins Street",Melbourne  Vic  3000,,03 9614 6100,,ordersaustralia@hewitt.com,-1,N
237,M2 COMMANDER PTY LTD,Locked Bag 302,Silverwater  NSW  2128,,1300 130 155,,,-1,N
238,A2Z PROJECTS PTY LTD,PO Box 5510,Mordialloc  Vic  3195,,03 9607 8460,03 9607 8462,,-1,N
239,LEARMONTH ROAD SMASH REPAIRS,287 Learmonth Road,Wendouree  Vic  3355,,03 5339 5051,03 5338 2206,lrsr@bigpond.com,-1,N
240,TRU ENERGY PTY LTD,GPO Box 4491,Melbourne   Vic   3001,,133 466,,,-1,N
241,NICHOLSON CONSTRUCTION,PO Box 553,Ballarat  Vic  3353,,03 5322 5444,03 5322 5454,info@awnicholson.com.au,-1,N
242,LEN'S ELECTRICAL CONTRACTING,512 Talbot Street,Redan  Vic  3350,,0411 699 212,,len @easysol.com.au,-1,N
243,UNITED WAY,PO Box 50,Ballarat  Vic  3353,,03 5331 5555,03 5331 8618,info@unitedwayballarat.com.au,-1,N
244,ACACIA CONSULTING SERVICES,Level 1. 321 Whitehorse Road,Balwyn  Vic  3103,,03 9836 6555,03 9836 5501,accounts@acaciacons.com.au,-1,N
245,J B CAMERON (VICTORIA) PTY LTD,PO Box 258,Ballarat  Vic  3350,,03 5337 4400,03 5332 6234,,-1,N
246,CAMERONS METALAND,PO Box 258,Ballarat  Vic  3353,,03 5337 4430,03 5333 4934,,-1,N
247,DAVIS BUSLINES,PO Box 104N,Ballarat  Vic  3350,,03 5331 7777,03 5333 2673,davis@cdcvictoria.com.au,-1,N
248,ISC PTY LTD,PO Box 149R,Round Corner   NSW  2158,,02 9894 6242,02 9894 6808,Accounts@ISC-WORLDWIDE.COM,-1,N
249,MAREE BRUHN,C/- 105 Dana Street,Ballarat  Vic  3350,,Ext 2749,,,-1,N
250,JIM'S ANTENNA'S (BACCHUS MARSH),PO Box 1113,Bacchus Marsh   Vic  3340,,0402 853 385,,,-1,N
251,CORONET LAUNDRY,21 Coronet Street,Wendouree  Vic  3355,,03 5339 3820,03 5339 8423,mhaber@coronet.net.au,-1,N
252,VICTORIAN COMMUNITY TRANSPORT ASSOC.,5/105 Newkands Road,Coburg North  Vic  3058,,393558484,393558385,info@vct.org.au,-1,N
253,RUSSELL SUPER SOLUTION,Locked Bag A4094,Sydney South  NSW   1235,,1800 555 667,02 9372 6288,,34,N
255,COMMONWEALTH 1ST SUPERANNUATION FUND,GPO Box 3306,Sydney  NSW  2001,,,,,34,N
256,COLONIAL FIRST SUPERANNUATION FUND,GPO Box 3956,Sydney  NSW   2001,,,,,34,N
257,CARE SUPER FUND,GPO Box 1923R,Melbourne  Vic  3001,,,,,34,N
258,BT SUPER FOR LIFE (BIK),GPO Box 2919,Adelaide   SA   5001,,,,,34,N
259,AUSTRALIAN SUPER FUND,Locked Bag 900,Carlton South  Vic  3053,,,,,34,N
260,VIC SUPER (SUPERANNUATION FUND),GPO Box 89,Melbourne  Vic  3001,,,,,34,N
261,NGS SUPER,Mercer (Australia) Pty Ltd,GPO Box 4303,Melbourne  Vic  3001,03 9623 5555,03 8640 0800,,34,N
262,HESTA SUPER FUND,PO Box 600,Carlton  Vic  3053,,,,,34,N
263,MLC LIMITED,PO Box 200,North Sydney  NSW  2060,,,,,34,N
264,CATHOLIC SUPERANNUATION FUND,GPO Box 180,Melbourne  Vic  3001,,,,,34,N
265,VISION SUPER,PO Box 18041,Melbourne  Vic  8003,,,,,34,N
266,REST SUPERANNUATION FUND,PO Box 350,Parramatta  NSW  2124,,,,,34,N
267,FIRST STATE SUPER,P O Box 1229,Wollongong,NSW 2500,,,,34,N
268,SOVEREIGN CITY CLEANING SERVICE (JUBILEE),PO Box 475,Ballarat  Vic  3353,,0418 518 618,03 5330 3274,sovcity@westnet.com.au,-1,N
269,AUSTRALIAN PSYCHOLOGICAL SOCIETY LTD,BSSH,University of Ballarat,PO Box 663,03 5327 9775,,m.jenkins@ballarat.edu.au,-1,N
270,FOLIOS INTERNATIONAL PTY LTD,PO Box 363,Blackburn  Vic  3130,,03 9893 3362,03 8812 2592,david@foliosinternational.com,-1,N
271,B.D.K.T.A.,PO Box 1461,Bakery Hilll  Vic  3354,,,,BDKTA@hotmail.com,34,N
272,IRIS RAMSAY KINDERGARTEN,The Treasurer,Iris Ramsay Kindergarten,105 Lonsdale Street,03 5335 7590,,,-1,N
273,KYLIE-ROSE GARDENS,35 Pre-emptive Drive,Scarsdale  Vic  3351,,03 5342 8240,,kylierose.gardens@bigpond.com,-1,N
274,COMMUNITY HOUSING FEDERATION OF VICTORIA,Sector Development Officer,"Level 5, 128 Exhibition Street",Melbourne  Vic  3000,03 9654 6077,03 9654 5133,bookkeeper@chfv.org.au,-1,N
275,ABACUS BUSINESS MACHINES,PO Box 1005,Ballarat Mail Centre  Vic  335,,03 5331 2129,03 5331 2511,,-1,N
276,STITCHES FIRST AID EDUCATION PTY LTD,PO Box 765,Sunbury  Vic  3429,,0408 281 327,,admin@stitchesfirstaid.com.au,-1,N
277,ROBERT YOUNG SIGNS,7 Laidlaw Drive,Delacombe  Vic  3356,,03 5332 0215,03 5332 0231,rysigns@ncable.net.au,-1,N
278,COMMUNITY CHILDCARE ASSOCIATION INC,Ground Floor,48 High Street,Northcote   Vic  3070,03 9486 3455,03 9486 3271,reception@cccinc.org.au,-1,N
279,BALLARAT TROPHIES & GIFTS,"Shop 2, 1103 Howitt Street",Wendouree  Vic  3355,,03 5339 1166,03 5339 1255,,-1,N
280,BOOKOOLA INK,913 Mount Crosby Road,Mount Crosby   Qld  4306,,07 3201 2535,07 3201 2535,,-1,N
281,MUSEUM VICTORIA,Finance Department,GPO Box 666,Melbourne  Vic  3001,03 8341 7263,,revenue@museum.vic.gov.au,-1,N
282,ANGUS EELES PLUMBING PTY LTD (UCB),PO Box 1065,Ballarat Mail Centre  Vic  335,,03 5332 2117,03 5331 4018,,-1,N
283,ONTRAK SERVICES PTY LTD,PO Box 1918,Bakery Hill  Vic  3354,,03 5331 8108,03 5332 9105,ontrakservices@bigpond.com,-1,N
284,AUSTAR ENTERTAINMENT PTY LTD,Locked Bag 3400,GPO  Brisbane  QLD  4001,,132 432,,,-1,N
285,MEGGIN KIRBY -,1351 Telegraph Road,Mount Prospect  Vic  3364,,,,,-1,N
286,CHILD'S PLAY AUSTRALIA PTY LTD,PO Box 261,Terrey Hills  NSW  2084,,02 9450 2050,02 9486 3225,office@childsplay.com.au,-1,N
287,THE EDUCATIONAL EXPERIENCE (ST LUKES),PO Box 860,Newcastle   NSW  2300,,02 4923 8722,02 4942 4991,,-1,N
288,BRIGHT-A-BINS,4444 Coghills Creek Road,Blowhard  Vic  3353,,0409 797 412,,,-1,N
289,BP AUSTRALIA PTY LTD,GPO Box 1621,Melbourne  Vic  3001,,1300 1300 27,03 9669 5166,,-1,N
290,AUSTRALIA POST (ARARAT),Accounts Receivable Team,GPO Box 5218,Melbourne  Vic  3001,03 9106 6884,03 9005 0565,dlhqcmgovtvictas@auspost.com.au,-1,N
291,BUTLER CLEANING SERVICES PTY LTD,PO Box 2041,Melton South  Vic  3338,,03 9743 3517,03 9746 9688,services@butlercleaning.com.au,-1,N
292,DAVID PEARCE GAS SERVICES,PO Box 301BK,Black Hill  Vic  3350,,0419 887 790,03 5332 2579,pearcegas@bigpond.com,-1,N
293,MYOB M-POWERED SERVICES,,,,,,,-1,N
294,AARON SMITH,13B Picton Street,Sebastopol  Vic  3356,,,,,-1,N
295,CLARE SCHAPER,917 Pleasant Street South,Ballarat  Vic  3350,,,,clare_schaper@hotmail.com,-1,N
296,RED ENERGY PTY LTD,GPO Box 5450,Melbourne  Vic  3001,,131 806,,,-1,N
297,HOME ACCESS NETWORK PTY LTD,PO Box 45,Ferntree Gully District Centre,,0400770 914,,jo.rush2@bigpond.com,-1,N
298,BALLARAT TOYOTA,19 Yuille Street,Ballarat  Vic  3350,,03 5331 2666,03 5331 1435,service@ballarattoyota.com.au,-1,N
299,MACQUARIE LEASING PTY LTD,GPO Box H94,Sydney   NSW  1215,,02 8232 3333,02 8232 8977,ibgleasing@macquarie.com.au,-1,N
300,UB TAFE STUDENT ASSOCIATION INC,PO Box 449,Ballarat  Vic  3353,,03 5327 8106,03 5327 8275,,-1,N
301,CENTRE FOR LEADERSHIP & MANAGEMENT,"Suite 336, 1 Queens Road",Melbourne  Vic  3004,,03 9863 7280,03 9863 7281,,-1,N
302,SECTROL SYSTEMS PTY LTD (SUNWAYS),PO Box 354,Ballarat   Vic  3353,,03 5329 0802,03 5329 0809,admin@sectrol.com.au,-1,N
303,AVIS BALLARAT,1263 Howitt Street,Wendouree   Vic  3355,,03 5339 4555,03 5339 8399,,-1,N
304,BALLARA VIDEO PRODUCTIONS,905 Skipton Street,Ballarat  Vic  3350,,,,,-1,N
305,G GAY & CO HOME HARDWARE (SUNWAYS),127 Gillies Street South,Ballarat  Vic  3350,,03 5334 2700,03 5334 1632,gillies@ggay.com.au,-1,N
306,NATURES CARGO PTY LTD (BREEZEWAY),29-31 Coronet Street,Wendouree  Vic  3355,,03 5342 6700,03 5338 1791,Sales@naturescargo.com.au,-1,N
307,CROCODILE CREEK T'SHIRTS,PO Box 67,Berowra  NSW  2081,,02 9456 6699,02 9456 2858,,-1,N
308,ANTHONY VERITY,"Lot 6, Fryers Forest",White Quartz Road,Fryers Town  Vic  3451,0409 956 594,,anthony@anthonyverity.com,34,N
309,ST LUKE'S HIGHTON UCA,174 Barrabool Road,Highton  Vic  3216,,03 5244 2997,03 5244 2755,igp@people.net.au,34,N
310,RED ENERGY PTY LTD,GPO Box 5450,Melbourne  Vic  3001,,131 806,,,-1,N
311,THM TRANSFERS TO CBA,PO Box 608,Ballarat  Vic 3353,,2787,03 5332 1055,lderbyshire@ucare.org.au,-1,N
312,BALLARAT OUTREACH CENTRE HEF,PO Box 608,Ballarat  Vic  3353,,2787,03 5332 1055,lderbyshire@ucare.org.au,-1,N
313,ROAMING REPTILES,288 McKillop Street,East Geelong  Vic  3219,,0418 227 083,,snakes@roamingreptiles.com.au,-1,N
314,SPRINGFEST MARKET SUNDAY,PO Box 4040,Alfredton  Vic  3350,,,,,-1,N
315,RED ENERGY PTY LTD,GPO Box 5450,Melbourne  Vic  3001,,131 806,,,-1,N
316,RED ENERGY PTY LTD,GPO Box 5450,Melbourne  Vic  3001,,131 806,,,-1,N
317,XTREME TECHNOLOGY,16 Mercer Street,Geelong  Vic  3220,,03 5229 6677,03 5229 4367,accounts@xtremetechnology.com.au,-1,N
318,ACE HYGIENE SERVICES (ST LUKES),PO Box 328,North Geelong  Vic  3220,,03 5282 5171,03 5282 5170,acehygiene@ozemail.com.au,-1,N
319,POSITIVE DIRECTIONS - RENEE WILLIAMS,41 Salisbury Street,Benalla  Vic  3672,,0417 362 092,,enquiries@positivedirections.net.au,-1,N
320,EVERY DAY WITH ADHD,PO Box 7789,Cairns  QLD   4870,,,,info@everydaywithadhd.com.au,-1,N
321,GEELONG RSL SUB BRANCH INC,50 Barwon Heads Road,Belmont  Vic  3216,,,,,-1,N
322,REECE PTY LTD,Locked Bag 6000,Burwood  Vic  3125,,1300 977 248,1300 622 769,receivable@reece.com.au,-1,N
323,COMMONWEALTH BANK,,,,1800 230 177,,,-1,N
324,LEASEPAY,,,,,,,-1,N
325,ANZ BANK LIMITED,Bridge Mall,Ballarat East  Vic  3350,,03 5333 1517,03 5333 5033,,-1,N
326,UCA FUNDS MANAGEMENT,130 Little Collins Street,Melbourne  Vic  3000,,03 9251 5450,03 9650 7074,,-1,N
327,ONLINE SYSTEM REPAIRS (JUBILEE),PO Box 87W,Ballarat  Vic  3350,,03 5331 6300,03 5331 6377,admin@onlinesystemrepairs.com,-1,N
328,MAX REYNOLDS REMOVALS,PO Box 689,Ballarat  Vic  3353,,03 5332 2519,,ddrreedp@ncable.net.au,-1,N
329,AUSSIE FARMERS DIRECT,PO Box 4312,East Richmond  Vic  3121,,1300 645 562,1300 365 728,B@B@aussiefarmers.com.au,-1,N
330,PORTLAND RSL MEMORIAL BOWLING CLUB,PO Box 270,Portland  Vic  3305,,,,,-1,N
331,BACCHUS MARSH PRIMARY SCHOOL,52 Lerderderg Street,Bacchus Marsh  Vic  3340,,03 5367 2745,,,-1,N
332,MECURE BALLARAT HOTEL,613 Main Road,Ballarat  Vic  3350,,03 5327 1200,03 5333 3042,,-1,N
333,TALBOT BOTTLE GAS,C/- Post Office,Talbot  Vic  3371,,03 5463 2203,,,-1,N
334,WAUBRA GENERAL STORE,2079 Sunraysia Highway,Waubra  Vic  3352,,,,,-1,N
335,TREDOR TRADING PTY LTD,PO Box 365,Taylors Lakes  Vic   3038,,03 9580 1992,03 9580 6069,,-1,N
336,COLORTAG BEST SECURITY PTY LTD,43 Warburton Road,Canterbury  Vic   3126,,03 9830 5719,03 9830 5739,,-1,N
337,FIBREMASTER CARPET CLEANING SYSTEM (UCB),15 Linden Avenue,Wendouree  Vic  3355,,03 5339 1922,,,34,N
338,WEBB OFFICE SERVICES,Shop 11,1 Eastwood Street,Ballarat  Vic  3350,03 5333 2277,03 5331 8585,,-1,N
339,KING PRINT,PO Box 11,Ballarat  Vic  3353,,03 5338 9600,03 5338 9601,accounts@kingprint.com.au,-1,N
340,RICOH AUSTRALIA PTY LTD,Locked Bag 5100,Frenchs Forest  1640,,02 8977 1333,02 8977 1310,payments@ricoh.com.au,-1,N
341,DEP EDUCATION EARLY CHILDHOOD DEVELOPMEN,109 Armstrong Street North,Ballarat  Vic  3350,,,,,-1,N
342,SCHOLASTIC AUSTRALIA PTY LTD,PO Box 579,Gosford  NSW   2250,,1800 021 233,02 4304 0202,,-1,N
343,W. (BILL) PEARCE PTY LTD,555 Dowling Road,Cardigan  Vic  3352,,0408 575 832,,,-1,N
344,ADP EMPLOYER SERVICES,Private Bag 25,Mulgrave North  Vic  3170,,1300 730 378,,,-1,N
345,CLEANAWAY (TABOR),PO Box 800,Bendigo  Vic  3552,,03 5443 0033,03 5441 2745,clwy.regvic@cleanaway.com.au,-1,N
346,RULES REMOVALS,PO Box 2035,Bakery Hill Vic 3054,,03 5335 9853,,rulesremovals@live.com.au,-1,N
347,CHARIOT LIMITED,PO Box 1046,Unley   SA  5061,,1300 137 425,08 8291 8811,service@chariot.net.au,-1,N
348,HARVEY NORMAN ELECTRICAL BALLARAT,Cnr Howitt & Gillies Streets,Wendouree  Vic  3355,,03 5332 5100,03 5332 5197,chase.day@au.harveynorman.com,-1,N
349,MAINLINE SECURITY PRODUCTS PTY LTD,221 Nepean Highway,Gardenvale  Vic  3185,,03 9596 6688,03 9596 6138,sales@mainline.com.au,-1,N
350,SECTROL SYSTEMS PTY LTD (LIFELINE),PO Box 354,Ballarat  Vic  3353,,03 5329 01802,03 5329 0809,admin@sectrol.com.au,-1,N
351,SOVEREIGN FIRE PROTECTION (LIFELINE),PO Box 314,Ballarat   Vic   3353,,03 5331 6022,1300 853 849,admin@sovereignfire.com.au,-1,N
352,PRESTIGE LIFTING SERVICES,6 Newman Street,Ringwood  Vic  3134,,03 9879 3877,03 9879 6877,justinem@plslifts.com.au,-1,N
353,MEERILINGA YOUNG CHILDREN'S FOUNDATION,PO Box 1177,West Leederville  WA  6901,,08 9489 4022,08 9489 4044,mycf@meerilinga.org.au,-1,N
354,EARLY CHILDHOOD AUSTRALIA,PO Box 86,Deakin West  ACT  2602,,1800 356 900,02 6242 1818,accounts@earlychildhood.org.au,-1,N
355,LEANNE ATWELL,C/- Wendouree Occasional Care,39 Violet Grove,Wendouree  Vic  3355,,,,-1,N
356,STAWELL PRIMARY SCHOOL,PO Box 502,Barnes Street,Stawell  Vic  3380,03 5358 1255,03 5358 4967,,-1,N
357,COUNCIL TO HOMELESS PERSONS,2 Stanley Street,Collingwood  Vic  3066,,03 9419 8699,03 9419 7445,admin@chp.org.au,-1,N
358,THE SWALLOW'S NEST,16 Lydiard Street North,Ballarat  Vic  3350,,03 5340 0203,,,-1,N
359,PROWSE PERRIN & TWOMEY,PO Box 605,Ballarat  Vic  3353,,03 5331 3711,03 5331 3656,accounts@ppt.com.au,-1,N
360,EDU-21 (ST LUKES),PO Box 2510,Nerang BC  QLD  4211,,07 5462 2831,07 5462 2996,,-1,N
361,C STEVENS & M PAYNE ELECTRICAL,9 The Avenue,Delacombe  Vic  3356,,03 5335 5331,03 5336 3544,,-1,N
362,HEPBURN HOUSE,1 Hepburn Road,Daylesford  Vic  3460,,03 5348 8100,03 5348 1032,,34,N
363,TCE-BALLARAT (UCB),310 Dowling St,Wendouree Vic 3355,,03 5332 8011,03 5331 8143,ballarat@thomascatering.com.au,-1,N
364,ALLEASING PTY LTD,"Level 4, 201 Fitzroy Street",St Kilda  Vic  3182,,03 9536 3555,,,-1,N
365,CITYLINK,Locked Bag 28,South Melbourne  Vic  3205,,1300 360 962,,,-1,N
366,AUSTRALIAN TAXATION OFFICE,Locked Bag 1936,Albury  NSW  1936,,,,,34,N
367,ARARAT UNITING CARE (BANK RECS),277 Barkly Street,Ararat  Vic  3277,,,,,-1,N
368,SCHNEIDER ELECTRIC,"Level 3, 2a Lord Street",Botany   NSW  2219,,02 8336 6100,02 8336 6199,,-1,N
369,REVERSE ART TRUCK INC.,17 Greenwood Road,Ringwood  Vic  3134,,03 9879 1264,03 9879 1264,,34,N
370,KLEENHEAT GAS,PO Box 4184,Myaree BC  WA   6960,,132 180,,eft@kleenheat.com.au,-1,N
371,MODERN TEACHING AIDS PTY LTD (JUBILEE),PO Box 608,Brookvale   NSW  2100,,1800 251 497,1800 151 492,accounts@teaching.com.au,-1,N
372,BINKYINC CPR & FIRST AID TRAINING,PO Box 65 BK,Black Hill  Vic  3350,,0413 877 079,,binky@binkyinc.com.au,-1,N
373,SECTROL SYSTEMS PTY LTD (JUBILEE),PO Box 354,Ballarat  Vic  3353,,03 5329 0802,03 5329 0809,admin@sectrol.com.au,-1,N
374,RECO APPLIANCES,307 Mair Street,Ballarat  Vic  3350,(no email),03 5333 3332,03 5333 4725,,-1,N
375,BALLARAT WASHERS & DRYERS,36a Doveton Street North,Ballarat  Vic  3350,,013 5332 8103,03 5332 6693,washy@netconnect.com.au,-1,N
376,GOLD BUS BALLARAT (ALFREDTON),9-11 Martin Drive,Delacombe  Vic  3356,,03 5335 5005,03 5335 6644,accounts@goldbus.com.au,-1,N
377,DOMESTIC VIOLENCE RESOURCE CENTRE VIC,292 Wellington Street,Collingwood   Vic  3066,,03 9486 9866,03 9486 9744,dvrcv@dvrcv.org.au,34,N
378,BRACE,PO Box 1577,Bakery Hill,Ballarat,,,financemail@brace.com.au,-1,N
379,BALLARAT IMAGE SUPPLIES,PO Box 534,Ballarat  Vic  3353,,03 5338 1388,03 5338 1489,image@imagesupplies.com.au,-1,N
380,FOCUS VOICE & DATA,PO Box 2206,Ballarat  Vic  3354,,1300 784 673,,accounts@myphones.com.au,-1,N
381,RACV LTD,550 Princes Highway,Noble Park  Vic  3174,,,03 9790 3065,care@racv.com.au,-1,N
382,MONAGHAN'S PLUMBING,8 Golf Links Road,Hepburn Springs  Vic  3461,,0409 436 654,,,-1,N
383,CALEDONIAN BISTRO & BAR,153 Thompson Street,Hamilton  Vic  3300,,03 5572 1055,,,-1,N
384,COMFORT INN BOTANICAL,75 French Street,Hamilton  Vic  3300,,03 5572 1855,03 5571 1419,manager@comfortinnbotanical.com.au,-1,N
385,PETER F BROADHEAD,7 Cedar Avenue,Alfredton  Vic  3350,,0438 342 409,,,-1,N
386,ACCESS ENTRY PTY LTD,Factory 5,74-80 Melverton Drive,Hallam  Vic  3803,03 9702 4560,03 9702 4559,,-1,N
387,AUSTRALIAN DRUG FOUNDATION,PO Box 818,North Melbourne  Vic  3051,,03 9278 8124,03 9278 8165,,-1,N
388,BALLARAT PSYCHOLOGICAL SERVICE (LT),PO Box 218W,Ballarat West  Vic  3350,,03 5332 1621,03 5331 5079,bpsych@netconnect.com.au,34,N
389,APPS PTY LTD,PO Box 3175,Helensvale,TC QLD  4212,07 5665 6688,07 5665 9690,sales@appsqld.com.au,-1,N
390,CHUBB FIRE & SECURITY (SHEPPERD),Private Bag 2,Mordialloc  Vic  3195,,1800 107 644,02 9475 1457,ar.cfs.aus@chubb-sharedservices.com,-1,N
391,RNF TECHNOLOGIES PTY LTD,PO Box 50R,Redan  Vic  3350,,03 5335 8777,03 5335 8815,rnf@rnf.com.au,-1,N
392,OFFICEWORKS (JUBILEE),GPO Box 1816,Melbourne  Vic  3001,,1300 633 423,,eft@officeworks.com.au,-1,N
393,MESSER & OPIE PTY LTD,17-19 Bridge Mall,Ballarat  Vic  3350,,03 5331 1811,03 5331 5426,accounts@messerandopie.com.au,-1,N
394,UNIVERSITY OF MELBOURNE,The School of Melbourne,Custom Programs,Locked Bag 12,03 9810 3300,03 9810 3149,finance-bankrec@unimelb.edu.au,34,N
395,BUNNINGS WAREHOUSE (UCB),PO Box 160,Welshpool  WA  6986,,1800 980 050,,ccsteam5@bunnings.com.au,-1,N
396,AXA,PO Box 14669,Melbourne   Vic  8001,,,,,34,N
397,CROSS ROADS MUSIC,32 Skipton Street,Ballarat  Vic  3350,,0407 860 523,,,-1,N
398,VOLUNTEERING SA & NT INC,1st Floor Torrens Building,220 Victoria Square,Adelaide  Vic  5000,08 8221 7177,08 8221 7188,finance@volunteeringsa.org.au,-1,N
399,FISHERY CHICK,912B Howitt Street,Wendouree  Vic  3355,,03 5338 1781,,,-1,N
400,MCINTOSH SIGNS,221 Breen Street,Bendigo  Vic  3550,,03 5339 3908,03 5339 3978,bendigo@mcintoshsigns.com.au,-1,N
401,KEVAN PITCHER PSYCHOLOGIST,4a Ritchie Street,Brown Hill  Vic  3350,,0 5332 9873,,kevan@bigpond.net.au,-1,N
402,MICHAEL CREANEY,c/- 105 Dana Street,Ballarat  Vic  3350,,,,,-1,N
403,CR HOSE GLASSWARE PTY LTD,PO Box 494,Frankston  Vic  3199,,03 9781 1966,03 9770 1189,sales@crhoseglassware.com.au,-1,N
404,PERFORMANCE PEST CONTROL,107 Raglan Street,Ballarat  Vic  3350,,03 5331 7801,,grahamt@ncable.net.au,-1,N
405,SPADE EXCAVATIONS PTY LTD,19 John Court,Haddon  Vic  3351,,0419 001 586,03 5342 4216,,-1,N
406,RADMAC OFFICE CHOICE (YUILLE),110 Armstrong Street South,Ballarat  Vic  3350,,03 5333 4617,03 5333 4673,radmac@ncable.net.au,-1,N
407,BALLARAT CENTRAL UNITING CHURCH,C/- Jamie Green,PO Box 700,Ballarat  Vic  3353,03 5333 1361,,treasurer@bcuc.org.au,34,N
408,KPV,PO Box 1246,Collingwood  Vic  3066,,03 9489 3500,03 9486 4226,kpv@kpv.org.au,-1,N
409,HEPBURN SHIRE COUNCIL,PO Box 21,Daylesford  Vic  3460,,03 5348 2306,03 5348 2911,shire@hepburn.vic.gov.au,-1,N
410,HIRUM AUSTRALASIA PTY LTD,PO Box 225,Helensavle  QLD   4212,,07 5574 4990,07 5574 4991,,-1,N
411,DOHERTY & CLARK,25 Mair Street,Ballarat  Vic  3350,,03 5331 7288,03 5332 9237,,-1,N
412,MR BRAKES,910 Howitt Street,Wendouree  Vic  3355,,03 5339 3118,,,-1,N
413,VIRGIN BLUE FORTITUDE,,,,,,,-1,N
414,MIDLANDS GOLF CLUB,PO Box 141N,Ballarat North   Vic  3350,,03 5331 4400,,,-1,N
